INPUT:id	INPUT:text	OUTPUT:id	OUTPUT:plot	OUTPUT:image	OUTPUT:music	OUTPUT:actors	OUTPUT:plot_score	OUTPUT:image_score	OUTPUT:music_score	OUTPUT:actors_score
93942_2	"фильм dot >  < dot >  < dot любитель качество озвучка герой 5+ eol игра актер кое-где переигрывать либо наоборот доигрывать dot сюжет фильм плохой сделать dot сравнивать сюжет техасский резня бензопила  "" < dot полазить инет правда сюжет реальный событие dot минус dot >  < dot >  < dot это тупость сирота dot спецэффект хватать например 1 смерть часть разрывать кровать кусок мясо схожий бифштекс мочь сладкий снаружи изнутри"		yes	yes	no	yes	neut	neg		neut
94011_1	фильм неплохо подходить фон делать что-то интересный дома dot фильм очень интересный сюжет забивать предсказуемый dot спецэффект слишком неестественный некоторые вызывать недоумение смех dot порадовать парочка красивый актер который принцип сыграть неплохо dot сюжет японский девочка длинный черный волос страна фильм хороший dot		yes	no	no	yes	neut			pos
93644_2	фильм очень понравиться очень грустно навивать уныние человек жить любовь друг друг из-за страх менять весь жизнь сисястый порепоной лицо варнава зацикленный спортсмен проживать упускать самый главный свой любовь кино хэппи энд жизнь жить привычка друг друг любовь вообщий это комедия драма рыдать весь фильм глаз опухать писать досматривать предсказуемый учиться читать строка нужно плавать поверхность искать смысл глубоко вообщий жить любимый единственный насиловать любовь проходить нужно отваливать		no	no	no	no				
94003_0	рассказывать сюжет dot рекомендовать посмотреть dot взгляд отличный захватывать триллер европейский стиль dot считать ранее отмечать ),  сюжет quot quot ; < dot наоборот dot хороший триллер dot сказать замечательный dot смущать очень догадливый полицейский ход просчитывать весь действие мысль преступник самый дурацкий езда включать фара ) < dot просто метод какой-то сверхдедукция dot кино слово  :-) < dot		yes	no	no	no	pos			
93821_0	фильм оставлять ощущение удивительный легкость цельность  –  посмотреть буквально дыхание довольно забавный шутка причем пошлость ;)  общий целый  –  фильм отдыхать подымать настроение dot >  < eol порадовать игра актер dot среди второстепенный персонаж отмечать дмитрий нагиев  –  невероятно достоверно удаваться отрицательный персонаж по-настоящему верить где-то жить отвратительный весь отношение дядька который однако чуждый что-то человеческий  –  жена свой любить eol атмосфера любовь вообще довольно ощущаться картина  –  весь сеанс преследовать желание обнимать близкий человек сказать дорогой dot нужный всевозможный произведение искусство пробуждение душа человек подлинный чувство eol мочь сказать пара слово пресловутый product placement фильм который  « славиться »  наш кино dot во-первых фильм немного dot никакой  « пить нескаф отличный вкус отличный начало »))  во-вторых создатель удаваться хотя более-менее органично вставлять картина просто снимать лого здание форменный фуражка крупный план dot >  < dot >  < dot это российский фильм сделать коммерчески успешный пусть исполнять это профессиональный ненавязчивый eol наверное придирчивый стоить подходить выбор партнер  –  например отдавать предпочтение бренд который свой  « фишка » < dot фильм таковой показываться  « теремок »  очаровательный немножко старомодный приветствие обращение посетитель  « сударь » < dot кстати очень фактурный получаться теремковский повар глобус  –  милый комичный улыбнуть )  < eol ужасно понравиться фраза  « женщина ничто должный кроме красивый растить ребенок путаться мужчина нога готовить шашлык » наивный банально точно вдумываться именно это хотеть  –  чувствовать защищать знать большинство твой проблема помогать решать умный сильный  –  любимый мужчина dot >   < eol именно мужчина сыграть александр олешко  –  зря говорить заметка фильм стараться создавать образ новый герой современный российский кино  –  причем какой-нибудь мачо принц терминатор просто сильный надежный мужчина  –  мужчина гарантия 		no	no	no	yes				pos
93652_5	"двоякий впечатление оставлять фильм dot сторона лиза оценивать душа хабалка вика dot смотря свой добродетель лиза менее , "" смотреть вика свысока dot народ род племя интеллигентный образованный человек dot фильм достаточно жестко привязывать провинция типаж вика dot достаточно жестко лицо лиза определять питер dot вырыть ров образованный центр дикий нищий смыслить высокий искусство провинция dot игра актер атмосфера весь 10 балл dot характер фильм 3 dot"		no	no	no	yes				pos
93566_0	короче говорить молчание  –  золото dot человек часто очень говорить придавать особый значение слово dot запас несколько десяток слово который смочь ограничиваться распоряжаться именно идея преследоваться фильм тысяча слово ] < dot >   < eol вкратце говорить данный фильм рассказывать больший трепач джейк макколь эдди мерфи ] < dot работа заключаться убалтывание человек подписание контракт dot день двор появляться дерево который оказываться связанный dot каждый слово это упавший лист ветка дерево dot начинаться самый интересный гласить слоган : « тысяча слово узнавать самый главное » < dot >  < eol целое кино являться комедия который сокрыть весьма интересный замысел dot сюжетный линия интересный заставлять проявлять зритель чувство сострадание главный герой dot попутно заставлять задумываться действовать ситуация dot комический составлять фильм придавать эдди мерфи dot данный актер талантливый роль фильм заставлять смеяться плакать dot персонаж фильм основной раскрываться даваться лишь главный герой dot актерский игра остальной состав плохой dot >   < eol итого говорить фильм понравиться dot очень душевный давать проникаться зритель свой история dot рекомендовать просмотр dot наслаждаться dot		yes	no	no	yes	pos			pos
93644_0	фильм очень понравиться dot первый смотреть кинотеатр фильм выходить прокат оставлять очень положительный впечатление добрый романтический комедия dot действительно очень мало фильм dot взгляд получаться удачно сюжет актер просто идеально сыграть свой роль dot переодически пересматривать большой удовольствие dot добрый фильм		yes	no	no	yes	pos			pos
93942_3	впечатление близко конец фильм хватить сообразительность заканчивать сценарий конец просто тупой впечатление начинать писать отец страх помирать конец дописывать сынок первоклашка получаться dot наш поддерживать озвучка просто супер находить актер голос просто тошнить это фильм смотреть хотеться dot >  < dot >  < dot >  < dot >  < dot >  < dot >  < dot >  < dot		yes	no	no	yes	neg			neg
94005_1	общий история dot >  < dot >  < dot бобби кейт dot бобби канадец нью-йорк dot кейт семья мексиканец кубинец dot большой семья брат умирать дядя проблема память dot бобби музыкант кейт танцевать dot вместе 10 месяц dot 3 кейт беременный dot решать это делать поэтому никто говорить dot >  < dot >  < dot работа перспектива туманный dot >  < dot >  < dot >  < eol прекрасный день 4 июль садиться такси находить телефон dot бобби начинать обзванивать частый контакт оставлять свой данный хозяин мочь находить dot находить говорить скоро подъедит телефон красный куртка dot некоторый время звонить quot хозяин quot телефон приходить первый претендент получать пуля спина dot телефон приходить сообщение : & quot готовый купить телефон 500 000 quot ;,  следом бобби звонить кто-то угроза dot замес dot >  < dot >  < dot >  < eol вполне бодрый должно получаться кино dot dot напряжение сохраняться dot >  < dot >  < dot dot >  < dot >  < dot большой dot >  < dot >  < dot поначалу это дикий плюс dot >   < eol ох dot >  < dot >  < dot >  < eol фильм начинаться неплохой малопонятный пространный диалог обо dot кейт бобби бросать монетка разбегаться dot начинаться dot путь желтый зеленый dot желтый путь путь телефон проблема зеленый путь домашний посиделки семейный рутина dot оба сюжет развиваться параллельно dot путаница dot снимать dot продумывать неплохо dot каждый история мочь становиться шикарный фильм dot вместе это затягивать dot фильм идти час сорок час пройти сидеть ждать развязка dot ритм сбиваться погоня перестрелка застолье разговор dot причем близко конец это нарочито вычурно dot >  < dot >  < dot убегать убийца мочь травка сидеть eol нравиться идея dot что-то срастаться dot >  < dot >  < dot экшон должный экшон мыло должно мыло eol начало порадовать оператор хотя восторг крупный план dot монтаж специфический весь нравиться dot нравиться dot музыкальный сопровождение приятный dot цветовой решение место давать запутываться цветок история dot это отдельный фильм понравиться оба dot вместе это как-то перебор dot получаться отдельность нравиться весь вместе цеплять dot скука eol p dot s dot сравнивать знать dot идея самый новый ничто голова приходить dot quot помнить quot кристофер нолан сша 2000 ) < dot из-за манера повествование dot		yes	yes	yes	no	neut	pos	pos	
93751_0	черный комедия  —  жанр подготовить зритель dot большинство человек существовать всевозможный табу  « киллер джо »  приходиться вкус dot фильм давать это понимать первый сцена dot кроме стоить учитывать произведение комедия зато  « чернуха »  хватать лихва dot >  < eol сын нанимать киллер родной мать получать страховка смерть  —  довольно интриговать логлайн dot последующий сюжет медленно набирать оборот задумывать  —  весь это подготовка последний 25 минута концентрированный трагикомедия dot это значить первый четверть плохой просто меркнуть фон финальный dot фильм отлично скрасить вечер привыкать аморальный юмор зритель dot открытый концовка также мочь заставлять порассуждать дальнейший судьба герой dot >  < eol отдельно стоить отмечать прославлять  « настоящий детектив »  мэттью макконах играющий вышеупомянутый наемный убийца dot игра значительно выделяться фон коллега цех сцена курица стоять вызывать недоумение факт начало 2010 ых актер считаться посредственный dot >  < eol итог иметь неплохой история провисать момент однозначно способный развлекать dot >  < eol p dot s dot приходиться отказываться фастфуд курица близкий время		yes	no	no	yes	neut			neut
93638_0	последний разгильдяй становиться рад военно-морской флот сша смочь побеждать свой недостаток пух прах разгромить инопланетянин супер пупер технология dot великолепный фильм воспитание тинэйджер патриот америка dot голливуд научаться снимать фильм советский стиль dot видимо учение пойти польза dot главный герой кстати курить по-моему пить делать крутой dot >  < dot >  < dot		no	no	no	no				
94004_0	обязательный порядок смотреть dot это важный аспект жизнь наш вид мало знать кинси dot подходить настолько беспристрастно довольно щекотливый тема dot >   < eol книга профессор кинси сей пора оставаться самый популярный научный труд dot >  < eol это похожий получаться рецензия кинси фильм dot >  < eol фильм достоверно снимать добротно смонтировать качественно переводить dot		no	yes	no	no		pos		
93644_1	брак это самый важный шаг ведомый сердце редко слушать dot фильм очень понравиться dot хороший актер динамичный смотреться легко dot второй захотеться посмотреть сразу захотеться dot высота свой возраст просто рекомендовать часто создавать фильм который настраивать ждать богатый невеста богатый жених dot равный брак задействовать чувство нажива редко получаться стоящий dot молодой человек ожидать принц принцесса знак свыше никто нужный dot это сказка мочь помогать молодой создавать свой гнездышко свой семья избегать ошибка который приходиться долго расплачиваться dot		no	no	no	yes				pos
93732_1	суть дело самый неприкаянный 2 голливудский актер мало украинский статист вид крымский интерьер забросить разграбить советский база подводный лодка балаклава dot >  < eol посмотреть желание выключать ко второй половина крутиться мысль сколько время оставаться dot >  < eol финал недоделывать думать традиционный встреча главный герой семья погибший друг вручение свернутый звездно-полосатый флаг dot		yes	no	no	no	neut			
93942_1	плохой фильмец dot >  < dot >  < dot >  < dot некоторый место очень глупый ))) < dot >  < dot >  < dot >  < dot целое , -  ничто dot посмотреть dot >  < dot >  < dot фильм ребенок беспризорник вырастать приют садист воспитатель dot >  < dot >  < dot >  < dot >  < dot соответственно больной психика взрослый жизнь благодаря издевательство ранний детство психотравма dot >  < dot >  < dot >  < dot сторона )))) < dot >  < dot >  < dot >  < dot расти приют весь жизнь завидовать ребенок родитель ))) < dot >  < dot >  < dot >  < dot понимать маленький ребенок давать мука детство вид воспиталка садистка педофил извращенец dot >  < dot >  < dot >  < dot оценка 8 dot		no	no	no	no				
93635_0	месяц наступление долгожданный праздник самый время обращать внимание предновогодний комедия dot неважно стиль снимать фильм  –  классический авторский  –  весь вечный добро чудо хороший жизнь ожидание который каждый вне зависимость возраст связывать рождественский денек dot >  < eol именно начинаться фильм первый семь минута настраивать правильный волна dot интригующий сказочный завязка чудесный образ искренний желание маленький мальчик оживать говорящий игрушка dot простой немудреный сюжет одновременно  –  мечта весь ребенок dot далеко развиваться придумывать вселенная человек привыкать живой плюшевый тед общаться наравный брать работа звезда получать свой порция слава вообще полноценный член общество свой род трехмерный тамагочи самостоятельный dot >  < eol сразу отмечать удачный решение русский название картина dot оригинал фильм сет макфарлейн носить название  « ted » < dot корень уходить традиционный прозвище плюшевый медвежонок который сша западный европа звать teddy bear dot свой имя игрушка получать начало xx век американский президент теодор рузвельт прозвище тедди отказываться собственноручно пристрелить охота загнанный медведь мнение это неспортивный dot медведь затравливать собака забивать полусмерть привязывать дерево менее рузвельт весь отдавать распоряжение застреливать животное избавлять мучение dot весь история попадать газета который иллюстрироваться карикатура dot деталь ситуация время позабываться медведь который отказываться застреливать президент тедди превращаться медвежонок dot >   < eol подавлять большинство российский зритель знать знать тедди почему звать обычный плюшевый медведь фильм название  « ted »  давать малый намек содержание dot некоторый кинотеатр мир фильм проходить название  « thunder buddies » ( буквально  « громобрат »),  это отсылка сюжетный завязка давать корректный представление суть кино наоборот мочь вводить зритель заблуждение семейный кино смотреть вместе ребенок это вовсе dot стоить отдавать должное конкретно русский локализатор который выкручиваться довольно искусно dot фраза  « третий лишний »  носить характер устойчивый выражение наиболее верно соотноситься сюжет комедия dot >  < eol именно наш название давать понимать тед никакой милый любимец ребенок этакий медвежонок барни герой фильм взрослый зритель dot разговорчивый расчетливый предприимчивый dot тед спорить бранно ругаться драться предлагать свой вариант решение dot >   < eol сталкиваться уровень грамотно подобранный русский название успех переводчик заканчиваться довольно поверхностный дубляж губить значительный часть правильный ощущение работа создатель dot смотреть  « ted »  предпочтительно оригинал субтитр dot фильм полно уместный ненормативный лексика масса шутка разный пояс направление куча гэг секс дурь наркотик привязывать американский действительность dot >  < eol например персонаж сэм дж dot джонс  –  флеш гордон  –  герой одноименный американский трэш сериал 1980 год супергерой dot интерес творение находить свой отражение последний проект сет макфарлейн фантастический телесериал  « орвилл » –  очаровательный атмосферный пародия оригинальный  « звездный путь » < dot правильно это воспринимать оценивать задумка автор хотя серия  « флеш гордон »  необходимо посмотреть смеяться роль джонс  « третий лишний »,  относиться белобрысый дядька полный придурок смутьян самодур вредитель dot >  < eol касаться актерский состав , « третий лишний »  сильный именно  –  большой количество приглашать звезда мини роль dot алекс борштейн патрик варбертон  –  человек который озвучивать большинство персонаж  « гриффин »,  играть кадр dot  « король вечеринка »  райан рейндольдс эпизодический роль патрик стюарт капитан жан люк пикар  « звездный путь »)  выступать рассказчик оригинальный перевод dot >  < eol марк уолберг милый кунис справляться свой работа спокойно требоваться изыск просто работать кадр dot смысл интересно отмечать главный автор сет макфарлейн озвучивать анимировать тед вместе актер площадка из-за кадр отрабатывать диалог реакция медвежонок dot >  < eol авторский проект сет макфарлейн  « третий лишний »  видеть собственный прочтение важный любовь дружба взросление расстановка приоритет преодоление инфантилизм сквозь призма жесткий сатира типичный представитель американский средний класс dot >   < eol > « третий лишний »  просто разовый комедия говорящий похабный медведь это фильм предупреждение существующий порядок ценность американский общество потребление упор праздность существование добро доводить dot шутка представитель сексуальный меньшинство казаться резкий ехидный 2012 сегодня едкий толерантный актуальный dot тренд гей обворожительный полуиндианка прочий носитель собственный убеждение представитель мультикультура выдержанный макфарлейн dot >  < eol хотеть похвалить фильм музыкальный отсылка ко вселенная  « звездный война », « рыцарь дорогой », « индиана джонс »  культовый лента dot плюс музыкальный часть приятный оркестровый джаз dot сингл  « everybody needs a best friend »  исполнение нора джонс вовсе удостаиваться номинация  « оскар »  хороший песня dot >  < eol итог dot фильм небанальный самобытный уступать идти кинотеатр кино умопомрачительный русский название  « здравствовать папа новый год 2 »  марк уолберг главный роль dot главное начинаться новогодний сказка терние специфический американский юмор набор неочевидный решение герой заканчиваться чудо хеппи-энд dot >  < eol ругать  « третий лишний »  делать это просто из-за неидеальный дубляж нелюбовь юмор тип , –  решение односложный недалекий dot правильно посмотреть  –  составлять собственный мнение dot >  < eol второй часть  « тед »,   « плохой санта 2 », –  любитель основной портить идея оригинальный фильм первый  « третий лишний »  получаться явно нелишний рекомендовать просмотр компания хороший друг любимый человек индивидуальный просмотр наедине плохой dot		yes	no	yes	yes	pos		pos	pos
94011_2	прочитывать комментарий просматривать фильм понимать надоедать сколько мучить девушка черный волос dot сказать фильм сильно похожий старый проклятие dot подводить память вместе девушка черный волос бегать маленький мальчик громко кричать кошка dot японский звонок трилогия который переснимать американец dot >   < eol оправдываться версия самый страшный это японский девушка черный длинный волос dot рано мочь утыкаться нос экран ваш телик благодаря новый технология мочь выходить предел точно сдобровать сидеть ваш браузер появляться экран монитор dot >  < eol отличие американский девушка тип милла йовович который прекрасно знать техника бой противник оружие наш героиня это ничто dot уметь прекрасно бегать громко кричать злодей поверживать dot девушка белый платье черный длинный волос порядком надоедать dot поэтому режиссер добавлять загадочный существо стиль стивен кинг dot рано это девушка злодей сбросить колодец наш садок который ужасный предыдущий фильм dot мутировать превращаться длинноногий существо который мочь ползать четвереньки dot мочь рычать кусаться dot понятный затея злодей это затевать скидывать девушка колодец вообще оживлять садок dot затея сбываться конец добро побеждать зло dot заканчиваться благополучно посмотреть ночь фильм спать спокойно dot		no	no	no	no				
93644_3	классический романтический комедия добрый симпатичный фильм достойный представитель свой жанр который российский режиссер традиционно удаваться получаться либо пошлятина либо просто плохой глупый кино dot получаться хороший актер встречаться неплохой шутка достаточно оригинальный сюжет фильм снимать dot главное никакой пошлость отличать кино работа квнщик dot пересматривать посмотреть удовольствие dot		yes	no	no	yes	pos			pos
94005_0	тягуууучий актер словно жить предлагать автор реальность выходить прогулка зеленый период желтый период dot какой-то одинаковый переживание усталость страх заварушка должный проходить бесследно dot это первый бросаться глаз dot касаться суть фильм видимо сценарист давать возможность зритель увидеть разница спокойствие зеленый план надежда что-то прекрасный алчность dot мнимость герой решать обвести вокруг палец коза ностереть якудза dot		no	no	no	yes				neg
94010_1	бугай плохой человек dot очень плохой dot злой dot просто плохой dot снимать плохой человек хороший сказать посмотреть dot >  < eol волк волчий выть dot антигерой антисистема ценность шиворот навыворот dot хотеть кулак справедливость правда dot часто человек закрывать самый правда придумывать ширма оправдание dot бугай настолько плохой открывать ширма вранье наказывать dot причастный убийство умирать свой смерть dot это бич наказание dot хотя это догадываться наверное dot >  < eol очень харизматичный анимационный фильм dot это фарс карикатура пародия dot смотреть интересный наполнять качественный ключевой момент dot зря высокий рейтинг dot делать продолжение нужно испортиться момент dot смотреть 9 10 dot		no	no	no	no				
93637_2	"белоснежка охотник "" -  это сравнительно неплохой фильм рассматривать исключительно киносказка dot целое фильм довольно таки слабый dot >  < eol кое-что действительно понравиться dot очень красивый прорабатывать выходить костюм dot настолько хороший это фильм номинировать оскар номинация хороший костюм "" < dot прекрасный выходить спецэффект dot компьютерный график смотреться действительно реалистичный dot картинка лента красочный сочный dot >  < eol противоречивый чувство оставлять экшенный сцена dot некоторые смотреться впечатляющий многий выглядеть крайне корявый нереалистичный киносказка dot >  < eol абсолютно печально сюжет dot малоинтересный скучный наполнять край штамп клише dot персонаж выходить однобокий неразвивающийся dot особенно слабо выходить королева равенна dot самый примитивный злой королева придумывать dot шарлиз терон играть героиня неплохо ситуация это спасать dot >  < eol кстати актер dot играть крайне блекло вызывать никакой эмоция dot крис хэмсворт стараться неоднократно доказывать свой актерский мастерство явно халтурить dot эмма стоун впечатлить dot стоить отмечать играть печально известный сумерки "" < dot >  < eol итог фильм натяжка называть середняков dot сделать слабо сюжет персонаж актерский игра dot фильм добротный визуал красивый картинка фильм спасать dot"		yes	yes	no	yes	neg	pos		neg
93869_1	"снимать аватара джеймс кэмерон снимать романтический фильм катастрофа кораблекрушение самый большой судно момент любовь совершенно непохожий друг друг человек dot картина покорять миллион человек весь мир сей пора продолжать это делать dot >  < eol джек роза совершенно разный мир dot первый являться художник бродяга который жить сегодняшний день второй особа знатный семья который собираться отдавать замуж нелюбимый человек хотеть свобода воля джек dot герой сближаться внезапный айсберг разрушать весь идилия возлюбленный обязывать бороться жизнь dot самый удивительный условие друг друг бросать настоящий любить любить конец dot >  < eol дикаприо уинслет очень органично смотреться друг друг роль справляться dot персонаж написать выше поговорить dot >  < eol билли зейн персонаж самый нелюбимый который должный выходить главный героиня dot очень властный жестокий мужчина который ставить свой будущий жена хотя всячески уверять обратный пассажир 3 класс "",  обычный человек какой-либо привилегия dot посчитать главный антагонист фильм dot >  < eol хотеться отмечать кэти бейтс который 20 год вообще изменяться dot героиня верхний круг считать большой сплетница поэтому дело иметь хотеть dot самый дело женщина очень добрый отзывчивый особый который помогать джек чувствовать свой светский общество dot приятно видеть актерский талант dot >  < eol эффект высокий уровень это кэмерон ),  саундтрек высоко похвала dot особенно песня селин дион my heart will go on "",  который становиться гимн весь влюблять очень долгий время dot неотъемлемый часть титаник dot >  < eol спустя 20 год история любовь поражать катастрофа пугать dot пересматривать данный картина смотря довольно большой хронометраж 3 час dot фильм определенно являться фаворит который обязывать посмотреть весь dot"		no	yes	yes	yes		pos	pos	pos
93732_0	прежде посмотреть фильм естественно насмотреться скриншот трейлер бравый парень доля юмор крошить налево направо dot впечатление складываться начало dot >  < eol рука рассейский кинематограф давать знать вместо возможный сильный завязка первый 20 минута происходить нечто невразумительный надеяться середина фильм ситуация изменяться ошибаться dot >  < eol главный злодей харизматичный принцип притягивать ухо весь сюжет dot >  < dot >  < dot сожаление dot задумка самый дело бомба реализация полный ад dot >  < eol кино пиво dot конец досматривать смочь dot		yes	no	no	no	neg			
93637_1	2012 год действительно год несостоявшийся конец свет год белоснежка dot большой экран выходить сразу экранизация dot >   < eol сингх замечательный  « запределие »   « клетка »  снимать взбалмошный комедия  « белоснежка месть гном » < dot повышенный градус трэш видный название видеть гном – разбойник ходуля принц ведущий собака белоснежка огромный бровь кроме вообще запоминать ничто  –  безбашенность фильм убеждаться dot >  < eol второй  « белоснежка »  менее известный dot снимать испания dot черно-белый немой dot фильм вынашиваться восемь год сюжет сказка перенести испания 1920 х год dot коррида страсть зной кровный месть  –  прочий dot фильм понравиться каждый выходить удивительно стильный dot художественный dot свой испания  « белоснежка »  собирать куча награда dot >  < eol фон неоднозначный работа  « юниверсал »  решать выстреливать блокбастер бюджет 170 миллион доллар море график слоумо фехтовальный изыск массовый баталия … это  « белоснежка »:  сказка злой королева домик лес семеро гномик мотыга dot видно сказка сквозь призма  « кинобабнуть » < dot >  < eol > « белоснежка охотник »  неведомый голливуд режиссер руперт сандерс решать удивлять мир веселый трэш тонкий стилизация пафос dot зашкаливать пафос dot благо бюджет позвояет dot именно поэтому белоснежка становиться кристен стюарт который олимп пафосный кинематограф возносить  « сумерки » ( четыре момент ) < dot охотник становиться крис хемсворт  –  общий неплохой актер который момент узнавать гг первый ужасный  –   –  пафосный первый  « тор » eol шарлиз терон диадема злой королева наверное сидеть недоумевать делать грех  –  замазываться пафосный  « эон флакс » … это шарлиз давно заглаживать свой вина dot >  < eol поскольку пафосный экшн классический сказка кроткий принцесса сделать создатель блокбастер решать проводить ревизия диснеевский образ белоснежка dot это кроткий девица вроде самостоятельный активный герой dot >   < eol почему написать  « вроде » глупость ответственный кастинг поставлять роль  « бэла » < dot пик слава видеть  « сумерки »,  видеть вялый камбала бродить стюарт кадр сильный героиня ?! сценарий написать пять меч весь рука давать  –  провал dot признавать стюарт стараться видеть какой-то место ярко расцвечивать игра dot равный  –  фон свой антагонист  –  королева шарлиз терон  –  кисель принцесса мочь дакота фаннинг eol итог зритель видеть ненастоящность происходить dot посмотреть здоровый воздушный шар кричать создатель фильм … потряхивать тряпка волочиться пол dot никакой сценарий спасать фильм актер вывозить задача dot >  < eol сценарий далеко тарантиновский уровень dot новый версия радикально изменяться роль охотник сказка dot прекрасный видно анонс трейлер dot кинозал никакой слом никакой  « вау »  происходить dot идти кинотеатр знать идти dot >  < eol итог  –  низкий сборы dot прокат сша отбивать расход съемка фильм dot мировой прокат помогать создатель фильм отбиваться  –  все-таки имя лицо бог тор вампирши бэла сделать свой дело dot второй  « белоснежка охотник »  плюс выходить  –  помнить человек неудачный первый фильм dot		yes	no	no	yes	neg			neg
